,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,monday,tuesday,wednesday,thursday,friday,saturday,sunday,category_analized
73,"3HTWEDoZjRm3kYxT1nZ6_w","El Cerrito Mexican Cuisine","9 N Main St","Ambler","PA","19002",40.1539682,-75.2240103,3.5,76,false,"""BikeParking"":""False"",""RestaurantsGoodForGroups"":""True"",""BusinessAcceptsBitcoin"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""HasTV"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""True"",""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Alcohol"":""u'none'"",""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsDelivery"":""True"",""RestaurantsTableService"":""True"",""WiFi"":""u'no'"",""RestaurantsTakeOut"":""True""}","Mexican, Barbeque, Restaurants, Food","11:30-20:0 ","11:30-21:0 ","11:30-21:0 ","11:30-21:0 ","11:30-22:0 ","16:0-22:0  ","16:0-21:0  ","Restaurants"
74,"Aq75o21HuYgehMHaZiC8aw","Ambler Fireplace & Patio","903 E Butler Pike","Ambler","PA","19002",40.1597278,-75.2149738,3,19,true,"""BusinessAcceptsBitcoin"":""False"",""ByAppointmentOnly"":""False"",""RestaurantsPriceRange2"":""2"",""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Home & Garden, American (New), Furniture Stores, Restaurants, Shopping, Fireplace Services, Home Services","0:0-0:0    ","9:0-17:30  ","9:0-17:30  ","9:0-12:0   ","9:0-17:30  ","9:0-17:0   ","           ","Restaurants"
75,"IeeeUTW9nunyXvYmxh-q8g","555 Lagiola","10 E Butler Ave","Ambler","PA","19002",40.1537673,-75.223524,4,85,false,"""DogsAllowed"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""WiFi"":""u'no'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""NoiseLevel"":""u'average'"",""BikeParking"":""True"",""BusinessAcceptsCreditCards"":""True"",""Alcohol"":""u'none'"",""OutdoorSeating"":""False"",""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForKids"":""False"",""RestaurantsTakeOut"":""True"",""Caters"":""True"",""WheelchairAccessible"":""True"",""HasTV"":""False"",""RestaurantsDelivery"":""False"",""RestaurantsGoodForGroups"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsTableService"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BusinessAcceptsBitcoin"":""False""}","Empanadas, Restaurants, Spanish, Specialty Food, Tapas/Small Plates, Food","0:0-0:0    ","17:0-22:0  ","17:0-22:0  ","17:0-22:0  ","17:0-22:0  ","17:0-22:0  ","17:0-22:0  ","Restaurants"
76,"0AthhX_KRegsRZ1YyWBB0A","Horsham","1146 Limekiln Pike","Ambler","PA","19002",40.2122644,-75.1854514,4.5,10,true,"""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Sandwiches, Breakfast & Brunch, Delis, Burgers, Automotive, Gas Stations","5:0-22:0   ","5:0-22:0   ","5:0-22:0   ","5:0-22:0   ","5:0-22:0   ","6:0-22:0   ","6:0-22:0   ","Restaurants"
77,"AGCZGP160_UDhmeZqc4PUQ","Peking House Chinese Restaurant","1116 Horsham Rd, Ste 9","Ambler","PA","19002",40.211053,-75.183162,3,27,true,"""BikeParking"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""RestaurantsReservations"":""False"",""WiFi"":""u'free'"",""RestaurantsGoodForGroups"":""True"",""HasTV"":""True""}","Chinese, Ethnic Food, Szechuan, Specialty Food, Restaurants, Food","11:0-22:0  ","11:0-22:0  ","11:0-22:0  ","11:0-22:0  ","11:0-23:0  ","11:0-23:0  ","12:0-22:0  ","Restaurants"
78,"NQKFwhBp6ta12JGAq3ufkQ","From The Boot","110 E Butler Ave","Ambler","PA","19002",40.1548016,-75.2210187,3.5,195,true,"""RestaurantsPriceRange2"":""2"",""HasTV"":""True"",""Caters"":""True"",""RestaurantsReservations"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""WiFi"":""u'no'"",""BikeParking"":""True"",""RestaurantsAttire"":""u'casual'"",""Alcohol"":""u'full_bar'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""NoiseLevel"":""u'average'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""HappyHour"":""True"",""OutdoorSeating"":""True""}","Caterers, Event Planning & Services, Party & Event Planning, Pizza, Italian, Restaurants, Venues & Event Spaces","16:0-21:0  ","16:0-21:0  ","16:0-21:0  ","16:0-21:0  ","16:0-22:0  ","16:0-22:0  ","16:0-21:0  ","Restaurants"
79,"GDuKNXRe4xUh7gF9ld2yuw","Prospectville Publik House","1101 Horsham Rd","Ambler","PA","19002",40.2095799724,-75.182889998,4,11,false,"""Alcohol"":""u'full_bar'"",""WheelchairAccessible"":""True"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTableService"":""True"",""RestaurantsTakeOut"":""True"",""WiFi"":""u'free'"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""False"",""HappyHour"":""True""}","American (New), Restaurants, Beer Bar, Bars, Nightlife","           ","11:0-2:0   ","11:0-2:0   ","11:0-2:0   ","11:0-2:0   ","11:0-2:0   ","11:0-2:0   ","Restaurants"
80,"_DEm5k1aPrjGfYpwwhS1Sg","Mokja","9 N Main St","Ambler","PA","19002",40.1540709,-75.2240445,4,52,true,"""HasTV"":""True"",""OutdoorSeating"":""None"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True""}","Asian Fusion, Restaurants","           ","           ","17:0-21:0  ","17:0-21:0  ","17:0-22:0  ","12:0-22:0  ","15:0-19:0  ","Restaurants"
81,"mA9fr2tq7SuDmK8MqnIrVg","Tannery Run Brew Works","131 E Butler Ave","Ambler","PA","19002",40.155282,-75.221012,4,41,true,"""BikeParking"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""ByAppointmentOnly"":""False"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""DogsAllowed"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True"",""GoodForKids"":""True"",""BusinessAcceptsBitcoin"":""False"",""HappyHour"":""True"",""WheelchairAccessible"":""True""}","Beer, Wine & Spirits, Food Delivery Services, Brewpubs, Food, Restaurants, Breweries","0:0-0:0    ","           ","16:0-22:0  ","16:0-22:0  ","16:0-23:0  ","12:0-23:0  ","13:0-20:0  ","Restaurants"
82,"jK88PXVmWIbj86nYO_MHlw","Planchette","95 E Butler Ave","Ambler","PA","19002",40.1547719,-75.2217773,4.5,7,true,"""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True""}","Creperies, Salad, Restaurants, French","           ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","11:30-22:0 ","           ","Restaurants"
83,"YjLMWlHoBJHtYMLdFXfvVg","El Limon - Ambler","38 E Butler","Ambler","PA","19002",40.1541475214,-75.2226005889,4,457,true,"""NoiseLevel"":""u'average'"",""Caters"":""True"",""BikeParking"":""True"",""GoodForKids"":""True"",""Alcohol"":""u'none'"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BusinessAcceptsCreditCards"":""True"",""HasTV"":""True"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""u'casual'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""True"",""WiFi"":""'free'"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""False"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""DriveThru"":""False"",""DogsAllowed"":""False""}","Mexican, Restaurants, Salad, Sandwiches","0:0-0:0    ","10:30-22:0 ","10:30-22:0 ","10:30-22:0 ","10:30-22:0 ","10:30-22:0 ","10:30-21:45","Restaurants"
